Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S73324934,Mallard,Anas platyrhynchos,483,15,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-09-07,05:39 PM,eBird - Traveling Count,98,1,1.891,,2
S73540068,Mallard,Anas platyrhynchos,483,2,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-09-13,07:00 AM,eBird - Traveling Count,222,1,3.357,,5
S73621420,Mallard,Anas platyrhynchos,483,5,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-09-15,07:05 AM,eBird - Traveling Count,81,1,.858,,3
S73774185,Mallard,Anas platyrhynchos,483,8,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-09-19,07:22 AM,eBird - Traveling Count,168,1,1.931,,1
S73821946,Mallard,Anas platyrhynchos,483,4,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-09-20,06:59 AM,eBird - Traveling Count,186,1,1.741,,8
S73953343,Mallard,Anas platyrhynchos,483,3,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-09-23,07:16 AM,eBird - Traveling Count,88,1,.772,,1
S74118103,Mallard,Anas platyrhynchos,483,5,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-09-27,07:12 AM,eBird - Traveling Count,173,1,1.297,,3
S74400620,Mallard,Anas platyrhynchos,483,8,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-10-04,07:29 AM,eBird - Traveling Count,151,1,2.098,,5
S74596317,Mallard,Anas platyrhynchos,483,19,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-10-09,07:50 AM,eBird - Traveling Count,131,1,1.127,,1
S74684160,Mallard,Anas platyrhynchos,483,34,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-10-11,07:23 AM,eBird - Traveling Count,155,1,2.371,,3
S75025045,Mallard,Anas platyrhynchos,483,7,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-10-18,07:28 AM,eBird - Traveling Count,97,1,1.159,,2
S75631114,Mallard,Anas platyrhynchos,483,4,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-10-31,07:36 AM,eBird - Traveling Count,108,1,1.609,,2
S75988184,Mallard,Anas platyrhynchos,483,30,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-11-08,06:53 AM,eBird - Traveling Count,144,1,2.269,,2
S76282737,Mallard,Anas platyrhynchos,483,20,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-11-15,07:39 AM,eBird - Traveling Count,173,1,2.205,,3
S76539425,Mallard,Anas platyrhynchos,483,34,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-11-22,07:34 AM,eBird - Traveling Count,114,1,1.867,,2
S76705235,Mallard,Anas platyrhynchos,483,5,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-11-26,07:22 AM,eBird - Traveling Count,134,1,2.768,,1
S76851338,Mallard,Anas platyrhynchos,483,20,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-11-29,07:41 AM,eBird - Traveling Count,184,1,2.108,,5
S77136313,Mallard,Anas platyrhynchos,483,16,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-12-06,08:52 AM,eBird - Traveling Count,90,1,2.108,,1
S77425152,Mallard,Anas platyrhynchos,483,8,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-12-13,07:44 AM,eBird - Traveling Count,134,1,2.253,,3
S77725342,Mallard,Anas platyrhynchos,483,20,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-12-20,07:40 AM,eBird - Traveling Count,93,1,2.752,,4
S78051601,Mallard,Anas platyrhynchos,483,11,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-12-27,08:06 AM,eBird - Traveling Count,54,1,.676,,3
